"","Credit","balance_credit_acc","duration","moral","verw","hoehe","sparkont","beszeit","rate","famges","buerge","wohnzeit","verm","alter","weitkred","wohn","bishkred","beruf","pers","telef","gastarb"
"553","Good"," ... >= 200 DM or checking account for at least 1 year",12,"no previous credits / paid back all previous credits","other",1101,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","female: single","none","1 <= ... < 4 years","not available / no assets",27,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"554","Good"," ... >= 200 DM or checking account for at least 1 year",10,"no previous credits / paid back all previous credits","vacation",894," >= 1000,- DM","4 <= ... < 7 years","< 20","female: divorced / living apart / married","none","4 <= ... < 7 years","Car / Other",40,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"555","Good","no balance or debit",11,"no previous credits / paid back all previous credits","used car",1577,"500,- <= ... < 1000,- DM","<= 1 year","< 20","female: divorced / living apart / married","none","< 1 year","not available / no assets",20,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"556","Good"," ... >= 200 DM or checking account for at least 1 year",33,"no problems with current credits at this bank","retraining",2764,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","female: divorced / living apart / married","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",26,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"557","Good","no balance or debit",48,"hesitant payment of previous credits","other",8358,"100,- <= ... < 500,- DM","<= 1 year",">= 35","female: divorced / living apart / married","none","< 1 year","Savings contract with a building society / Life insurance",30,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"558","Good","0 <= ... <= 200",12,"no previous credits / paid back all previous credits","used car",1474,"not available / no savings","<= 1 year","< 20","female: divorced / living apart / married","none","< 1 year","Car / Other",33,"at other banks","rented flat","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"559","Good"," ... >= 200 DM or checking account for at least 1 year",24,"no previous credits / paid back all previous credits","new car",5433," >= 1000,- DM","unemployed","25 <= ... < 35","female: divorced / living apart / married","none",">= 7 years","Car / Other",26,"no further running credits","free apartment","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"560","Good","no balance or debit",14,"no previous credits / paid back all previous credits","retraining",1410,"100,- <= ... < 500,- DM",">= 7 years",">= 35","female: single","none","1 <= ... < 4 years","not available / no assets",35,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"561","Good"," ... >= 200 DM or checking account for at least 1 year",20,"paid back previous credits at this bank","other",3485," >= 1000,- DM","<= 1 year","25 <= ... < 35","male: divorced / living apart","none",">= 7 years","not available / no assets",44,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"562","Good"," ... >= 200 DM or checking account for at least 1 year",18,"paid back previous credits at this bank","new car",3850,"not available / no savings","4 <= ... < 7 years","20 <= ... < 25","male: married / widowed","none","< 1 year","Savings contract with a building society / Life insurance",27,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"563","Bad","no balance or debit",60,"no previous credits / paid back all previous credits","other",7408,"< 100,- DM","<= 1 year","< 20","female: divorced / living apart / married","none","1 <= ... < 4 years","Car / Other",24,"no further running credits","rented flat","one","executive / self-employed / higher civil servant","3 and more","no","yes"
"564","Good","0 <= ... <= 200",24,"no previous credits / paid back all previous credits","items of furniture",1377,"< 100,- DM",">= 7 years","< 20","female: divorced / living apart / married","none","1 <= ... < 4 years","Ownership of house or land",47,"no further running credits","owner-occupied flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"565","Good"," ... >= 200 DM or checking account for at least 1 year",30,"no problems with current credits at this bank","retraining",4272,"< 100,- DM","1 <= ... < 4 years","25 <= ... < 35","male: married / widowed","none","1 <= ... < 4 years","Car / Other",26,"no further running credits","rented flat","two or three","unskilled with permanent residence","3 and more","no","yes"
"566","Good","no balance or debit",24,"no problems with current credits at this bank","items of furniture",1553,"< 100,- DM","4 <= ... < 7 years","20 <= ... < 25","female: divorced / living apart / married","none","1 <= ... < 4 years","Car / Other",23,"no further running credits","free apartment","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"567","Good","no balance or debit",36,"no problems with current credits at this bank","retraining",9857,"< 100,- DM","4 <= ... < 7 years",">= 35","male: married / widowed","none","4 <= ... < 7 years","Car / Other",31,"no further running credits","rented flat","two or three","unskilled with permanent residence","0 to 2","yes","yes"
"568","Good"," ... >= 200 DM or checking account for at least 1 year",6,"paid back previous credits at this bank","other",362,"< 100,- DM","1 <= ... < 4 years","< 20","female: divorced / living apart / married","none",">= 7 years","Savings contract with a building society / Life insurance",52,"no further running credits","rented flat","two or three","unskilled with permanent residence","3 and more","no","yes"
"569","Good"," ... >= 200 DM or checking account for at least 1 year",12,"paid back previous credits at this bank","used car",1935,"not available / no savings",">= 7 years","< 20","male: married / widowed","none",">= 7 years","not available / no assets",43,"no further running credits","rented flat","four or five","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"570","Good"," ... >= 200 DM or checking account for at least 1 year",48,"no previous credits / paid back all previous credits","items of furniture",10222," >= 1000,- DM","4 <= ... < 7 years","< 20","male: married / widowed","none","4 <= ... < 7 years","Savings contract with a building society / Life insurance",37,"at department store or mail order house","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
